Category,Subcategory,Action,Sentence,Response
camera,all,statusquery,Check all cameras in 10 minutes,All camera feeds will be checked in 10 minutes.
camera,all,statusquery,Verify all camera feeds at 2 PM,All camera feeds will be checked at 2 PM.
camera,all,statusquery,"Inspect all cameras ""next monday, June 9""",All camera feeds will be checked next monday.
camera,all,statusquery,monitor all camera feeds at seven o'clock,All camera feeds will be checked at seven o'clock.
camera,all,statusquery,"Review all cameras ""tomorrow, June 7""",All camera feeds will be checked tomorrow.
camera,none,statusquery,Check camera system status in 15 minutes,Camera system status will be checked in 15 minutes.
camera,none,statusquery,Verify camera network at 3 PM,Camera system status will be checked at 3 PM.
camera,none,statusquery,"Inspect camera settings ""next Tuesday, June 10""",Camera system status will be checked next Tuesday.
camera,none,statusquery,Review camera status in 1 hour,Camera system status will be checked in 1 hour.
camera,none,statusquery,"Check cameras ""this afternoon, 4 PM""",Camera system status will be checked this afternoon.
camera,none,on,Turn on all cameras in 20 minutes,All cameras will be turned on in 20 minutes.
camera,none,on,Activate all cameras at 5 PM,All cameras will be turned on at 5 PM.
camera,none,on,"Start all cameras ""next Wednesday, June 11""",All cameras will be turned on next Wednesday.
camera,none,on,Enable all cameras at eight o'clock,All cameras will be turned on at eight o'clock.
camera,none,on,"Turn on cameras ""tomorrow, June 7""",All cameras will be turned on tomorrow.
camera,outside,statusquery,Check outside camera feeds in 25 minutes,Outside camera feeds will be checked in 25 minutes.
camera,outside,statusquery,Verify outside cameras at 6 PM,Outside camera feeds will be checked at 6 PM.
camera,outside,statusquery,"Inspect outside cameras ""next Thursday, June 12""",Outside camera feeds will be checked next Thursday.
camera,outside,statusquery,monitor outside feeds in two hours,Outside camera feeds will be checked in two hours.
camera,outside,statusquery,"Review outside cameras ""this evening, 7 PM""",Outside camera feeds will be checked this evening.
camera,outside,on,Activate outside cameras in 10 minutes,Outside cameras will be turned on in 10 minutes.
camera,outside,on,Turn on outside cameras at 8 PM,Outside cameras will be turned on at 8 PM.
camera,outside,on,"Start outside cameras ""next Friday, June 13""",Outside cameras will be turned on next Friday.
camera,outside,on,Enable outside cameras at nine o'clock,Outside cameras will be turned on at nine o'clock.
camera,outside,on,"Activate outside cameras ""this afternoon, 3 PM""",Outside cameras will be turned on this afternoon.
camera,toilet,on,Turn on toilet camera in 15 minutes,Toilet camera will be turned on in 15 minutes.
camera,toilet,on,Activate toilet camera at 9 PM,Toilet camera will be turned on at 9 PM.
camera,toilet,on,"Start toilet camera ""next monday, June 9""",Toilet camera will be turned on next monday.
camera,toilet,on,Enable toilet camera at six o'clock,Toilet camera will be turned on at six o'clock.
camera,toilet,on,"Turn on toilet camera ""tomorrow, June 7""",Toilet camera will be turned on tomorrow.
lights,all,on,Turn on all lights in 20 minutes,All lights will be turned on in 20 minutes.
lights,all,on,Activate all lights at 10 PM,All lights will be turned on at 10 PM.
lights,all,on,"Enable all lights ""next Tuesday, June 10""",All lights will be turned on next Tuesday.
lights,all,on,Turn on all lights at seven o'clock,All lights will be turned on at seven o'clock.
lights,all,on,"Activate all lights ""this evening, 8 PM""",All lights will be turned on this evening.
lights,attic,off,Turn off attic lights in 25 minutes,Attic lights will be turned off in 25 minutes.
lights,attic,off,Switch off attic lights at 6 PM,Attic lights will be turned off at 6 PM.
lights,attic,off,"Disable attic lights ""next Wednesday, June 11""",Attic lights will be turned off next Wednesday.
lights,attic,off,Turn off attic lights in 1 hour,Attic lights will be turned off in 1 hour.
lights,attic,off,"Switch off attic lights ""this afternoon, 4 PM""",Attic lights will be turned off this afternoon.
lights,attic,on,Turn on attic lights in 10 minutes,Attic lights will be turned on in 10 minutes.
lights,attic,on,Activate attic lights at 7 PM,Attic lights will be turned on at 7 PM.
lights,attic,on,"Enable attic lights ""next Thursday, June 12""",Attic lights will be turned on next Thursday.
lights,attic,on,Turn on attic lights at eight o'clock,Attic lights will be turned on at eight o'clock.
lights,attic,on,"Activate attic lights ""tomorrow, June 7""",Attic lights will be turned on tomorrow.
lights,basement,off,Switch off basement lights in 15 minutes,Basement lights will be turned off in 15 minutes.
lights,basement,off,Turn off basement lights at 8 PM,Basement lights will be turned off at 8 PM.
lights,basement,off,"Disable basement lights ""next Friday, June 13""",Basement lights will be turned off next Friday.
lights,basement,off,Turn off basement lights in two hours,Basement lights will be turned off in two hours.
lights,basement,off,"Switch off basement lights ""this evening, 7 PM""",Basement lights will be turned off this evening.
lights,basement,on,Turn on basement lights in 20 minutes,Basement lights will be turned on in 20 minutes.
lights,basement,on,Activate basement lights at 9 PM,Basement lights will be turned on at 9 PM.
lights,basement,on,"Enable basement lights ""next monday, June 9""",Basement lights will be turned on next monday.
lights,basement,on,Turn on basement lights at nine o'clock,Basement lights will be turned on at nine o'clock.
lights,basement,on,"Activate basement lights ""this afternoon, 3 PM""",Basement lights will be turned on this afternoon.
lights,bathroom,off,Turn off bathroom lights in 25 minutes,Bathroom lights will be turned off in 25 minutes.
lights,bathroom,off,Switch off bathroom lights at 10 PM,Bathroom lights will be turned off at 10 PM.
lights,bathroom,off,"Disable bathroom lights ""next Tuesday, June 10""",Bathroom lights will be turned off next Tuesday.
lights,bathroom,off,Turn off bathroom lights in 1 hour,Bathroom lights will be turned off in 1 hour.
lights,bathroom,off,"Switch off bathroom lights ""this evening, 8 PM""",Bathroom lights will be turned off this evening.
lights,bathroom,on,Turn on bathroom lights in 10 minutes,Bathroom lights will be turned on in 10 minutes.
lights,bathroom,on,Activate bathroom lights at 6 PM,Bathroom lights will be turned on at 6 PM.
lights,bathroom,on,"Enable bathroom lights ""next Wednesday, June 11""",Bathroom lights will be turned on next Wednesday.
lights,bathroom,on,Turn on bathroom lights at seven o'clock,Bathroom lights will be turned on at seven o'clock.
lights,bathroom,on,"Activate bathroom lights ""tomorrow, June 7""",Bathroom lights will be turned on tomorrow.
lights,cellar,off,Switch off cellar lights in 15 minutes,Cellar lights will be turned off in 15 minutes.
lights,cellar,off,Turn off cellar lights at 7 PM,Cellar lights will be turned off at 7 PM.
lights,cellar,off,"Disable cellar lights ""next Thursday, June 12""",Cellar lights will be turned off next Thursday.
lights,cellar,off,Turn off cellar lights in two hours,Cellar lights will be turned off in two hours.
lights,cellar,off,"Switch off cellar lights ""this afternoon, 4 PM""",Cellar lights will be turned off this afternoon.
lights,cellar,on,Turn on cellar lights in 20 minutes,Cellar lights will be turned on in 20 minutes.
lights,cellar,on,Activate cellar lights at 8 PM,Cellar lights will be turned on at 8 PM.
lights,cellar,on,"Enable cellar lights ""next Friday, June 13""",Cellar lights will be turned on next Friday.
lights,cellar,on,Turn on cellar lights at six o'clock,Cellar lights will be turned on at six o'clock.
lights,cellar,on,"Activate cellar lights ""this evening, 7 PM""",Cellar lights will be turned on this evening.
lights,dining room,statusquery,Keep dining room lights unchanged in 25 minutes,Dining room lights will remain unchanged in 25 minutes.
lights,dining room,statusquery,Don't adjust dining room lights at 9 PM,Dining room lights will not be adjusted at 9 PM.
lights,dining room,statusquery,"Avoid changing dining room lights ""next monday, June 9""",Dining room lights will not be changed next monday.
lights,dining room,statusquery,maintain dining room lights at eight o'clock,Dining room lights will remain unchanged at eight o'clock.
lights,dining room,statusquery,"Keep dining room lights as is ""tomorrow, June 7""",Dining room lights will remain unchanged tomorrow.
lights,dining room,off,Turn off dining room lights in 10 minutes,Dining room lights will be turned off in 10 minutes.
lights,dining room,off,Switch off dining room lights at 10 PM,Dining room lights will be turned off at 10 PM.
lights,dining room,off,"Disable dining room lights ""next Tuesday, June 10""",Dining room lights will be turned off next Tuesday.
lights,dining room,off,Turn off dining room lights in 1 hour,Dining room lights will be turned off in 1 hour.
lights,dining room,off,"Switch off dining room lights ""this afternoon, 3 PM""",Dining room lights will be turned off this afternoon.
lights,dining room,on,Turn on dining room lights in 15 minutes,Dining room lights will be turned on in 15 minutes.
lights,dining room,on,Activate dining room lights at 6 PM,Dining room lights will be turned on at 6 PM.
lights,dining room,on,"Enable dining room lights ""next Wednesday, June 11""",Dining room lights will be turned on next Wednesday.
lights,dining room,on,Turn on dining room lights at nine o'clock,Dining room lights will be turned on at nine o'clock.
lights,dining room,on,"Activate dining room lights ""this evening, 8 PM""",Dining room lights will be turned on this evening.
lights,kitchen,off,Switch off kitchen lights in 20 minutes,Kitchen lights will be turned off in 20 minutes.
lights,kitchen,off,Turn off kitchen lights at 7 PM,Kitchen lights will be turned off at 7 PM.
lights,kitchen,off,"Disable kitchen lights ""next Thursday, June 12""",Kitchen lights will be turned off next Thursday.
lights,kitchen,off,Turn off kitchen lights in two hours,Kitchen lights will be turned off in two hours.
lights,kitchen,off,"Switch off kitchen lights ""this afternoon, 4 PM""",Kitchen lights will be turned off this afternoon.
lights,kitchen,on,Turn on kitchen lights in 25 minutes,Kitchen lights will be turned on in 25 minutes.
lights,kitchen,on,Activate kitchen lights at 8 PM,Kitchen lights will be turned on at 8 PM.
lights,kitchen,on,"Enable kitchen lights ""next Friday, June 13""",Kitchen lights will be turned on next Friday.
lights,kitchen,on,Turn on kitchen lights at seven o'clock,Kitchen lights will be turned on at seven o'clock.
lights,kitchen,on,"Activate kitchen lights ""tomorrow, June 7""",Kitchen lights will be turned on tomorrow.
lights,library,off,Switch off library lights in 10 minutes,Library lights will be turned off in 10 minutes.
lights,library,off,Turn off library lights at 9 PM,Library lights will be turned off in 9 PM.
lights,library,off,"Disable library lights ""next monday, June 9""",Library lights will be turned off next monday.
lights,library,off,Turn off library lights in 1 hour,Library lights will be turned off in 1 hour.
lights,library,off,"Switch off library lights ""this evening, 7 PM""",Library lights will be turned off this evening.
lights,library,on,Turn on library lights in 15 minutes,Library lights will be turned on in 15 minutes.
lights,library,on,Activate library lights at 10 PM,Library lights will be turned on at 10 PM.
lights,library,on,"Enable library lights ""next Tuesday, June 10""",Library lights will be turned on next Tuesday.
